author_name,career_stage,paper_title,paper_year,times_cited,total_authors_listed,coauthors,coauthor_count,coauthor_countries_counts,group,gender,coauthor_genders
Joseph A. Carcillo,Senior,Sepsis with liver dysfunction and coagulopathy predicts an inflammatory pattern of macrophage activation,2022,30,72,"Renee R. Anderko, Hernando Gómez, Scott Canna, Bita Shakoory, Derek C. Angus, Donald M. Yealy, David T. Huang, John A. Kellum, Derek C. Angus, Amber E. Barnato, Tammy L. Eaton, Elizabeth Gimbel, David T. Huang, Christopher Keener, John A. Kellum, Kyle Landis, Francis Pike, Diana K. Stapleton, Lisa A. Weissfeld, Michael Willochell, Kourtney A. Wofford, Donald M. Yealy, Erik Kulstad, Hannah Watts, Arvind Venkat, Peter C. Hou, Anthony F. Massaro, Siddharth Parmar, Alexander T. Limkakeng, Kori L. Brewer, Theodore R. Delbridge, Allison Mainhart, Lakhmir S. Chawla, James R. Miner, Todd L. Allen, Colin K. Grissom, Stuart P. Swadron, Steven A. Conrad, Richard Carlson, Frank LoVecchio, Ednan K. Bajwa, Michael R. Filbin, Blair A. Parry, Timothy J. Ellender, Andrew E. Sama, Jonathan Fine, Soheil Nafeei, Thomas E. Terndrup, Margaret Wojnar, Ronald G. Pearl, Scott T. Wilber, Richard Sinert, David J. Orban, Jason Wilson, Jacob W. Ufberg, Timothy Albertson, Edward A. Panacek, Sohan Parekh, Scott R. Gunn, Jon S. Rittenberger, Richard J. Wadas, Andrew R. yEdwards, Matthew Kelly, Henry E. Wang, T. Holmes, Michael T. McCurdy, Craig Weinert, Estelle S. Harris, Wesley H. Self, Carolyn A. Phillips, Ronald M. Migues",71,{'US': 13},control,male,"{'M': 51, 'F': 15}"
Joseph A. Carcillo,Senior,Improving outcomes after pediatric cardiac arrest – the ICU-Resuscitation Project: study protocol for a randomized controlled trial,2018,29,36,"Ron Reeder, Alan Girling, Heather Wolfe, Richard Holubkov, Robert A. Berg, Maryam Y. Naim, Kathleen L. Meert, Bradley Tilford, Melinda Fiedor Hamilton, Matthew Bochkoris, Mark W. Hall, Tensing Maa, Andrew R. Yates, Anil Sapru, Robert B. Kelly, Myke Federman, Jay B. Dean, Patrick S. McQuillen, Deborah Franzon, Murray M. Pollack, Ashley Siems, J. Wesley Diddle, David Wessel, Peter M. Mourani, Carleen Zebuhr, Robert Bishop, Stuart H. Friess, Candice Burns, Shirley Viteri, David A. Hehir, R. Whitney Coleman, Tammara L. Jenkins, Daniel A. Notterman, Robert F. Tamburro, Robert M Sutton",35,"{'US': 35, 'GB': 1}",control,male,"{'M': 21, 'F': 9}"
Joseph A. Carcillo,Senior,"Functional outcomes among survivors of pediatric in-hospital cardiac arrest are associated with baseline neurologic and functional status, but not with diastolic blood pressure during CPR",2019,28,44,"Heather Wolfe, Robert M. Sutton, Ron Reeder, Kathleen L. Meert, Murray M. Pollack, Andrew R. Yates, John Berger, Christopher J. L. Newth, Patrick S. McQuillen, Rick Harrison, Frank W. Moler, Todd C. Carpenter, Daniel A. Notterman, Richard Holubkov, Jay B. Dean, Vinay Nadkarni, Robert A. Berg, Athena F. Zuppa, Katherine Graham, Carolann Twelves, Mary Ann DiLiberto, Elyse Tomanio, Jeni Kwok, Michael J. Bell, A. Abraham, Anil Sapru, Mustafa F. Alkhouli, Sabrina M. Heidemann, Ann Pawluszka, Mark W. Hall, Lisa Steele, Thomas P. Shanley, Monica Weber, Heidi J. Dalton, Aimee La Bell, Peter M. Mourani, Kathryn Malone, Russell Telford, Christopher Locandro, Whitney Coleman, Alecia Peterson, Julie Thelen, Allan Doctor",43,{'US': 19},control,male,"{'M': 25, 'F': 17}"
Joseph A. Carcillo,Senior,Structured Chart Review: Assessment of a Structured Chart Review Methodology,2020,28,23,"Ashley Siems, Russell Banks, Richard Holubkov, Kathleen L. Meert, Christian Bauerfeld, David H. Beyda, Robert A. Berg, Yonca Bulut, Randall S. Burd, J. Michael Dean, Eleanor Gradidge, Mark W. Hall, Patrick S. McQuillen, Peter M. Mourani, Christopher J. L. Newth, Daniel A. Notterman, Margaret A. Priestley, Anil Sapru, David Wessel, Andrew R. Yates, Athena F. Zuppa, Murray M. Pollack",22,{'US': 23},control,male,"{'M': 15, 'F': 6}"
Joseph A. Carcillo,Senior,Sodium Bicarbonate Use During Pediatric Cardiopulmonary Resuscitation: A Secondary Analysis of the ICU-RESUScitation Project Trial*,2022,28,38,"Katherine Cashen, Ron Reeder, Tageldin Ahmed, Michael J. Bell, Robert A. Berg, Candice Burns, Todd C. Carpenter, Jay B. Dean, J. Wesley Diddle, Myke Federman, Ericka L. Fink, Aisha H. Frazier, Stuart H. Friess, Kathryn Graham, Mark W. Hall, David A. Hehir, Christopher M. Horvat, Leanna L. Huard, Tensing Maa, Arushi Manga, Patrick S. McQuillen, Ryan W. Morgan, Peter M. Mourani, Vinay Nadkarni, Maryam Y. Naim, Daniel A. Notterman, Chella A. Palmer, Murray M. Pollack, Carleen Schneiter, Matthew Sharron, Neeraj Srivastava, David Wessel, Heather Wolfe, Andrew R. Yates, Athena F. Zuppa, Robert M. Sutton, Kathleen L. Meert",37,{'US': 38},control,male,"{'M': 20, 'F': 12}"
Joseph A. Carcillo,Senior,The association of immediate post cardiac arrest diastolic hypertension and survival following pediatric cardiac arrest,2019,26,46,"Alexis Topjian, Robert M. Sutton, Ron Reeder, Russell Telford, Kathleen L. Meert, Andrew R. Yates, Ryan W. Morgan, John Berger, Christopher J. L. Newth, Patrick S. McQuillen, Rick Harrison, Frank W. Moler, Murray M. Pollack, Todd C. Carpenter, Daniel A. Notterman, Richard Holubkov, Jay B. Dean, Vinay Nadkarni, Robert A. Berg, Athena F. Zuppa, Katherine Graham, Carolann Twelves, Mary Ann DiLiberto, William Landis, Elyse Tomanio, Jeni Kwok, Michael J. Bell, A. Abraham, Anil Sapru, Mustafa F. Alkhouli, Sabrina M. Heidemann, Ann Pawluszka, Mark W. Hall, Lisa Steele, Thomas P. Shanley, Monica Weber, Heidi J. Dalton, Aimee La Bell, Peter M. Mourani, Kathryn Malone, Christopher Locandro, Whitney Coleman, Alecia Peterson, Julie Thelen, Allan Doctor",45,{'US': 46},control,male,"{'M': 28, 'F': 16}"
Joseph A. Carcillo,Senior,DNA Viremia Is Associated with Hyperferritinemia in Pediatric Sepsis,2019,26,7,"Dennis Simon, E. Scott Halstead, Sam Davila, Kate F. Kernan, Robert S. B. Clark, Gregory A. Storch",6,{'US': 7},control,male,"{'M': 4, 'F': 1}"
Joseph A. Carcillo,Senior,Correction to: Guidelines for the diagnosis and management of critical illness-related corticosteroid insufficiency (CIRCI) in critically ill patients (Part I): Society of Critical Care Medicine (SCCM) and European Society of Intensive Care Medicine (ESICM) 2017,2018,24,16,"Djillali Annane, Stephen M. Pastores, Bram Rochwerg, Wiebke Arlt, R.A. Balk, Albertus Beishuizen, Josef Briegel, Mirjam Christ‐Crain, Mark S. Cooper, Paul E. Marik, G. Umberto Meduri, Keith M. Olsen, Sophia C. Rodgers, James A. Russell, Greet Van den Berghe",15,"{'FR': 1, 'US': 6, 'CA': 2, 'GB': 1, 'NL': 1, 'DE': 1, 'CH': 1, 'AU': 1, 'BE': 1}",control,male,"{'M': 8, 'F': 4}"
Joseph A. Carcillo,Senior,Use of C-Reactive Protein and Ferritin Biomarkers in Daily Pediatric Practice,2020,24,10,"Matthew Taylor, Vivekanand Allada, Michael L. Moritz, Andrew Nowalk, Rakesh Sindhi, Rajesh K. Aneja, Kathryn S. Torok, Michael J. Morowitz, Marian Michaels",9,"{'US': 4, 'PL': 1, 'GB': 1}",control,male,"{'M': 7, 'F': 1}"
Joseph A. Carcillo,Senior,Refining the Pediatric Multiple Organ Dysfunction Syndrome,2022,23,8,"Scott L. Weiss, F. Leclerc, Stéphane Leteurtre, Luregn J. Schlapbach, Pierre Tissières, James L. Wynn, Jacques Lacroix",7,"{'US': 3, 'AU': 1, 'FR': 1, 'CA': 1}",control,male,"{'M': 5, 'F': 0}"
Joseph A. Carcillo,Senior,Bacterial and Fungal Etiology of Sepsis in Children in the United States: Reconsidering Empiric Therapy*,2019,22,5,"Andrew Prout, Victor B. Talisa, Brooke K. Decker, Sachin Yende",4,{'US': 5},control,male,"{'M': 3, 'F': 1}"
Joseph A. Carcillo,Senior,Longitudinal Trajectories of Caregiver Distress and Family Functioning After Community-Acquired Pediatric Septic Shock,2020,22,18,"Lexa K. Murphy, Tonya M. Palermo, Kathleen L. Meert, Ron Reeder, J. Michael Dean, Russell Banks, Robert A. Berg, Ranjit S. Chima, Julie McGalliard, Wren Haaland, Richard Holubkov, Peter M. Mourani, Murray M. Pollack, Anil Sapru, Samuel Sorenson, James W. Varni, Jerry J. Zimmerman",17,{'US': 18},control,male,"{'M': 12, 'F': 3}"
Joseph A. Carcillo,Senior,"Complicated Grief, Depression and Post-Traumatic Stress Symptoms Among Bereaved Parents following their Child’s Death in the Pediatric Intensive Care Unit: A Follow-Up Study",2021,21,13,"Markita Suttle, Mark W. Hall, Murray M. Pollack, Robert A. Berg, Patrick S. McQuillen, Peter M. Mourani, Anil Sapru, Emily Startup, Richard Holubkov, J. Michael Dean, Daniel A. Notterman, Kathleen L. Meert",12,{'US': 13},control,male,"{'M': 8, 'F': 2}"
Joseph A. Carcillo,Senior,Prevalence of Pathogenic and Potentially Pathogenic Inborn Error of Immunity Associated Variants in Children with Severe Sepsis,2022,21,26,"Kate F. Kernan, Lina Ghaloul‐Gonzalez, Jerry Vockley, Janette Lamb, Deborah Hollingshead, Uma Chandran, Rahil Sethi, Hyun Jung Park, Robert A. Berg, David Wessel, Murray M. Pollack, Kathleen L. Meert, Mark W. Hall, Christopher J. L. Newth, John C. Lin, Allan Doctor, Thomas P. Shanley, Tim Cornell, Rick Harrison, Athena F. Zuppa, Russel Banks, Ron Reeder, Richard Holubkov, Daniel A. Notterman, J. Michael Dean",25,{'US': 26},control,male,"{'M': 15, 'F': 7}"
Joseph A. Carcillo,Senior,Factors Associated With Functional Impairment After Pediatric Injury,2021,20,17,"Randall S. Burd, Aaron R. Jensen, John M. VanBuren, Rachel Richards, Richard Holubkov, Murray M. Pollack, Robert A. Berg, Todd C. Carpenter, J. Michael Dean, Barbara A. Gaines, Mark W. Hall, Patrick S. McQuillen, Kathleen L. Meert, Peter M. Mourani, Michael L. Nance, Andrew R. Yates",16,{'US': 17},control,male,"{'M': 12, 'F': 3}"
Joseph A. Carcillo,Senior,Endothelial Damage in Sepsis: The Importance of Systems Biology,2022,20,8,"Jaime Fernández‐Sarmiento, Luregn J. Schlapbach, Lorena Acevedo, Carolina Ramírez Santana, Yeny Acosta‐Ampudia, Ampudia Diana, M. Monsalve",7,"{'CO': 6, 'AU': 1, 'US': 1}",control,male,"{'M': 1, 'F': 2}"
Joseph A. Carcillo,Senior,Epidemiology of Readmissions After Sepsis Hospitalization in Children,2019,19,6,"Andrew Prout, Victor B. Talisa, Derek C. Angus, Chung‐Chou H. Chang, Sachin Yende",5,{'US': 5},control,male,"{'M': 4, 'F': 0}"
Joseph A. Carcillo,Senior,Role of Damage-Associated Molecular Patterns and Uncontrolled Inflammation in Pediatric Sepsis-Induced Multiple Organ Dysfunction Syndrome,2018,18,6,"Diana Pang, Dalia Bashir, Trung C. Nguyen, Rajesh K. Aneja, Alicia M. Alcamo",5,{'US': 6},control,male,"{'M': 2, 'F': 3}"
Joseph A. Carcillo,Senior,Change in functional status among children treated in the intensive care unit after injury,2018,17,10,"Omar Z. Ahmed, Richard Holubkov, J. Michael Dean, Tellen D. Bennett, Kathleen L. Meert, Robert A. Berg, Christopher J. L. Newth, Randall S. Burd, Murray M. Pollack",9,{'US': 10},control,male,"{'M': 6, 'F': 1}"
Joseph A. Carcillo,Senior,Medication Use as a Contributor to Fluid Overload in the PICU: A Prospective Observational Study,2017,16,6,"Kelli Crowley, Carol G. Vetterly, Keito Hoshitsuki, Alaina Koval, Dana Y. Fuhrman",5,{'US': 6},control,male,"{'M': 0, 'F': 4}"
Joseph A. Carcillo,Senior,Calcium use during paediatric in-hospital cardiac arrest is associated with worse outcomes,2022,16,43,"Katherine Cashen, Robert M. Sutton, Ron Reeder, Tageldin Ahmed, Michael J. Bell, Robert A. Berg, Candice Burns, Todd C. Carpenter, J. Michael Dean, J. Wesley Diddle, Myke Federman, Ericka L. Fink, Deborah Franzon, Aisha H. Frazier, Stuart H. Friess, Kathryn Graham, Mark W. Hall, David A. Hehir, Christopher M. Horvat, Leanna L. Huard, Theresa KirkpatrickN, Tensing Maa, Arushi Manga, Patrick S. McQuillen, Ryan W. Morgan, Peter M. Mourani, Vinay Nadkarni, Maryam Y. Naim, Daniel A. Notterman, Kent Page, Murray M. Pollack, Danna Qunibi, Anil Sapru, Carleen Schneiter, Matthew Sharron, Neeraj Srivastava, Shirley Viteri, David Wessel, Heather Wolfe, Andrew R. Yates, Athena F. Zuppa, Kathleen L. Meert",42,{'US': 43},control,male,"{'M': 21, 'F': 16}"
Joseph A. Carcillo,Senior,Rationale for Adjunctive Therapies for Pediatric Sepsis Induced Multiple Organ Failure,2017,14,6,"Bradley S. Podd, Dennis Simon, Santiago M. C. Lopez, Andrew Nowalk, Rajesh K. Aneja",5,{'US': 6},control,male,"{'M': 5, 'F': 0}"
Joseph A. Carcillo,Senior,The Design of Nested Adaptive Clinical Trials of Multiple Organ Dysfunction Syndrome Children in a Single Study,2023,14,8,"John M. VanBuren, Mark W. Hall, Athena F. Zuppa, Peter M. Mourani, J. Michael Dean, Kevin M. Watt, Richard Holubkov",7,{'US': 8},control,male,"{'M': 5, 'F': 1}"
Joseph A. Carcillo,Senior,"Hyperferritinemic sepsis, macrophage activation syndrome, and mortality in a pediatric research network: a causal inference analysis",2023,14,20,"Zhenziang Fan, Kate F. Kernan, Yidi Qin, Scott Canna, Robert A. Berg, David Wessel, Murray M. Pollack, Kathleen L. Meert, Mark W. Hall, Christopher J. L. Newth, John C. Lin, Allan Doctor, Thomas P. Shanley, Tim Cornell, Rick Harrison, Athena F. Zuppa, Katherine Sward, J. Michael Dean, Hyojin Park",19,{'US': 20},control,male,"{'M': 11, 'F': 5}"
Joseph A. Carcillo,Senior,"Early, Persistent Lymphopenia Is Associated With Prolonged Multiple Organ Failure and Mortality in Septic Children",2023,13,21,"Bradley S. Podd, Russell Banks, Ron Reeder, Russell Telford, Richard Holubkov, Robert A. Berg, David Wessel, Murray M. Pollack, Kathleen L. Meert, Mark Hall, Christopher J. L. Newth, John Lin, Allan Doctor, Thomas P. Shanley, Tim Cornell, Rick Harrison, Athena F. Zuppa, Katherine Sward, J. Michael Dean, Adrienne G. Randolph",20,{'US': 21},control,male,"{'M': 15, 'F': 4}"
Joseph A. Carcillo,Senior,"Early Cardiac Arrest Hemodynamics, End-Tidal Co 2, and Outcome in Pediatric Extracorporeal Cardiopulmonary Resuscitation: Secondary Analysis of the ICU-RESUScitation Project Dataset (2016–2021)*",2023,13,45,"Andrew R. Yates, Maryam Y. Naim, Ron Reeder, Tageldin Ahmed, Russell Banks, Michael J. Bell, Robert A. Berg, Robert Bishop, Matthew Bochkoris, Candice Burns, Todd C. Carpenter, J. Michael Dean, J. Wesley Diddle, Myke Federman, Richard Fernandez, Ericka L. Fink, Deborah Franzon, Aisha H. Frazier, Stuart H. Friess, Kathryn Graham, Mark W. Hall, David A. Hehir, Christopher M. Horvat, Leanna L. Huard, Tensing Maa, Arushi Manga, Patrick S. McQuillen, Ryan W. Morgan, Peter M. Mourani, Vinay Nadkarni, Daniel A. Notterman, Murray M. Pollack, Anil Sapru, Carleen Schneiter, Matthew Sharron, Neeraj Srivastava, Bradley Tilford, Shirley Viteri, David Wessel, Heather Wolfe, Justin Yeh, Athena F. Zuppa, Robert M. Sutton, Kathleen L. Meert",44,{'US': 45},control,male,"{'M': 26, 'F': 13}"
Joseph A. Carcillo,Senior,Survival With Favorable Neurologic Outcome and Quality of Cardiopulmonary Resuscitation Following In-Hospital Cardiac Arrest in Children With Cardiac Disease Compared With Noncardiac Disease*,2023,12,46,"Myke Federman, Robert M. Sutton, Ron Reeder, Tageldin Ahmed, Michael J. Bell, Robert A. Berg, Robert Bishop, Matthew Bochkoris, Candice Burns, Todd C. Carpenter, Jay B. Dean, J. Wesley Diddle, Richard Fernandez, Ericka L. Fink, Deborah Franzon, Aisha H. Frazier, Stuart H. Friess, Kathryn Graham, Mark W. Hall, David A. Hehir, Christopher M. Horvat, Leanna L. Huard, Theresa Kirkpatrick, Tensing Maa, Laura A. Maitoza, Arushi Manga, Patrick S. McQuillen, Kathleen L. Meert, Ryan W. Morgan, Peter M. Mourani, Vinay Nadkarni, Daniel A. Notterman, Chella A. Palmer, Murray M. Pollack, Anil Sapru, Carleen Schneiter, Matthew Sharron, Neeraj Srivastava, Bradley Tilford, Shirley Viteri, David Wessel, Heather Wolfe, Andrew R. Yates, Athena F. Zuppa, Maryam Y. Naim",45,{'US': 46},control,male,"{'M': 25, 'F': 15}"
Joseph A. Carcillo,Senior,SARS-CoV2 (COVID-19) Structural/Evolution Dynamicome: Insights into functional evolution and human genomics,2020,11,22,"Ruchir Gupta, Jacob Charron, Cynthia L. Stenger, Jared Painter, Hunter Steward, Taylor W. Cook, William E. Faber, Austin Frisch, Eric Lind, Jacob Bauss, Xiaopeng Li, Olivia Sirpilla, Xavier Soehnlen, Adam Underwood, David A. Hinds, Michèle Morris, Neil E. Lamb, Caleb Bupp, Bruce D. Uhal, Surender Rajasekaran, Jeremy W. Prokop",21,{'US': 22},control,male,"{'M': 16, 'F': 3}"
Joseph A. Carcillo,Senior,Outcomes and characteristics of cardiac arrest in children with pulmonary hypertension: A secondary analysis of the ICU-RESUS clinical trial,2023,10,47,"Ryan W. Morgan, Ron Reeder, Tageldin Ahmed, Michael J. Bell, John Berger, Robert Bishop, Matthew Bochkoris, Candice Burns, Todd C. Carpenter, Jay B. Dean, J. Wesley Diddle, Myke Federman, Richard Fernandez, Ericka L. Fink, Deborah Franzon, Aisha H. Frazier, Stuart H. Friess, Kathryn Graham, Mark W. Hall, David A. Hehir, Adam S. Himebauch, Christopher M. Horvat, Leanna L. Huard, Tensing Maa, Arushi Manga, Patrick S. McQuillen, Kathleen L. Meert, Peter M. Mourani, Vinay Nadkarni, Maryam Y. Naim, Daniel A. Notterman, Kent Page, Murray M. Pollack, Anil Sapru, Carleen Schneiter, Matthew Sharron, Neeraj Srivastava, Sarah Tabbutt, Bradley Tilford, Shirley Viteri, David Wessel, Heather Wolfe, Andrew R. Yates, Athena F. Zuppa, Robert A. Berg, Robert M. Sutton",46,{'US': 47},control,male,"{'M': 28, 'F': 14}"
Joseph A. Carcillo,Senior,Association of CPR simulation program characteristics with simulated and actual performance during paediatric in-hospital cardiac arrest,2023,10,41,"Katherine Cashen, Robert M. Sutton, Ron Reeder, Tageldin Ahmed, Michael J. Bell, Robert A. Berg, Robert Bishop, Matthew Bochkoris, Candice Burns, Todd C. Carpenter, J. Wesley Diddle, Myke Federman, Ericka L. Fink, Deborah Franzon, Aisha H. Frazier, Stuart H. Friess, Kathryn Graham, Mark W. Hall, David A. Hehir, Christopher M. Horvat, Leanna L. Huard, Tensing Maa, Arushi Manga, Patrick S. McQuillen, Ryan W. Morgan, Peter M. Mourani, Vinay Nadkarni, Maryam Y. Naim, Daniel A. Notterman, Chella A. Palmer, Murray M. Pollack, Anil Sapru, Carleen Schneiter, Matthew Sharron, Neeraj Srivastava, Shirley Viteri, Heather Wolfe, Andrew R. Yates, Athena F. Zuppa, Kathleen L. Meert",40,{'US': 41},control,male,"{'M': 21, 'F': 14}"
Joseph A. Carcillo,Senior,The Family Network Collaborative: engaging families in pediatric critical care research,2022,9,82,"Robert F. Tamburro, Ann Pawluszka, Deborah Amey, Elyse Tomanio, R. Whitney Coleman, Markita Suttle, Anne Eaton, Sue R. Beers, Kevin A. Van, Ruth Grosskreuz, Tessie W. October, Mary Ann DiLiberto, Randi Willey, Stephanie Bisping, Ericka L. Fink, Daniel A. Notterman, Ericka L. Fink, Michael J. Morowitz, Robert A. Berg, Athena F. Zuppa, Jay B. Dean, Richard Holubkov, Murray M. Pollack, David Wessel, John Berger, Michael J. Bell, Randall S. Burd, Kathleen L. Meert, Sabrina M. Heidemann, Mark W. Hall, Andrew R. Yates, Anil Sapru, Patrick S. McQuillen, Peter M. Mourani, Todd C. Carpenter, Leighann Koch, Anne Eaton, Yensey Zetio, Denise Villarreal Chico, Manvita Marebonia, Lisa Steele, Jill Popelka, Julie Bruer, Yamila Sierra, Kevin A. Van, Elyse Tomanio, Diane Hession, Ashley Wolfe, Mackenzie Little, Mary Ann DiLiberto, Ann Pawluszka, Melanie Lulic, Ann Pawluszka, Tessie W. October, Ruth Grosskreuz, Markita Suttle, Sue R. Beers, Stephanie Bisping, Randi Willey, R. Whitney Coleman, Tammara L. Jenkins, Robert F. Tamburro, Sally Coghlan McDonald, Adrienne Fairley, Elana Ford, Sacheen Garrison, Dayna Jones, Brandon Jones, Alison Plotas, Heather Ziccarelli, Joseph Ziccarelli, Meghann Guentensberger, Ziggy Guentensberger, Lindsey Coleman, R. Whitney Coleman, Lisa Marie Trent, Deborah Amey, Jim Schreiber, Jack T. Stapleton, Joseph Caramagno, Jullian Caramagno",81,{'US': 68},control,male,"{'M': 25, 'F': 43}"
Joseph A. Carcillo,Senior,Development of the Pediatric Extracorporeal Membrane Oxygenation Prediction Model for Risk-Adjusting Mortality*,2019,25,22,"David K. Bailly, Ron Reeder, Melissa Winder, Ryan P. Barbaro, Murray M. Pollack, Frank W. Moler, Kathleen L. Meert, Robert A. Berg, Athena F. Zuppa, Christopher J. L. Newth, John Berger, M. J. Bell, Michael J. Dean, Carol Nicholson, Pamela Garcia‐Filion, David Wessel, Sabrina M. Heidemann, Allan Doctor, Rick Harrison, Susan L. Bratton, Heidi J. Dalton",21,{'US': 22},control,male,"{'M': 12, 'F': 8}"
Joseph A. Carcillo,Senior,Viral DNAemia and Immune Suppression in Pediatric Sepsis,2017,24,8,"Sam Davila, E. Scott Halstead, Mark W. Hall, Allan Doctor, Russell Telford, Richard Holubkov, Gregory A. Storch",7,{'US': 8},control,male,"{'M': 6, 'F': 0}"
Joseph A. Carcillo,Senior,Epidemiological study of pediatric severe sepsis in Argentina,2019,24,11,"Roberto Jabornisky, Silvia S. Sáenz, Patricia Capocasa, Roxana Jaén, Rodolfo P Moreno, Luis Landry, Daniel Rufach, Silvia N Santos, Mabel Berrueta, Juan Carlos Vassallo",10,{'US': 1},control,male,"{'M': 5, 'F': 5}"
Joseph A. Carcillo,Senior,Severe Sepsis in Pediatric Liver Transplant Patients: The Emergence of Multidrug-Resistant Organisms,2019,23,9,"Alicia M. Alcamo, Lauren J. Alessi, S. Noona Vehovic, Neha Bansal, Geoffrey Bond, Michael Green, Marian G. Michaels, Rajesh K. Aneja",8,{'US': 9},control,male,"{'M': 4, 'F': 3}"
